tweet_text,hate_score
rt kyanne_smith rahshauna bitch,1
rt kyle_park get smelt lot manure sing like hillbilly hankwilliams,2
rt kylegotjokes bitch favorites tweet,1
rt kylerea pharmacist tell medicine ready mins wtf bitch stillwai,1
rt laceeybugg hedge_brandon queer,1
rt lachlan want tell washington post charlie crist democrat,2
rt laken_heavner bitch hard handle stubborn attitude sorry people put,1
rt laken_heavner really want brownies hampr ice latte boy blanket w movies sound prettttttty amazi,2
rt lamlildurk black girls hoe fuck niggas money revenge dumb shit like,1
rt lamarxo man hoe familiar one minute team next minute ya,1
rt lamessican love bitch throw shade confirm something right,1
rt landraa__ food_be_goodhuh cry bitch go hard,1
rt larryelder holder ask ag deal kind treatment tell whiny little bitch call alberto gonzales,1
rt larryx tip sunnyslope dr memphis tenn come get fuck ass lil skinny bitch love read skinny,1
rt lategrllishaa_ _reathie lategrllishaa_ _reathie lategrllishaa_ whatupwyd b chill square wbu bitch wat,1
rt laurenramirez satsuiyeshadou bitch nigga,1
rt lavishlolaaaaaa bitch eat pussy niggas,1
rt laydeesweets exactly amp miss bitch vivalajuicyy,1
rt league_mvp feel get party every weekend entertainment assume embrace partake hoelike activities,1
rt leandr never keep bitch put hoze,1
rt leandr one faggot hat word mine,1
rt leandr lowkey hoe life l,1
rt leechee go gnc today cashier bitch sell chocolate cake write face looke,1
rt leek_porter _mdot hate always want smoke get money niggabitch like bye falisha,1
rt legapsi watch mins trash feel like waste valuable minutes life never get b,2
rt lesbolife bitch flirt bae,1
rt lesxo_ turn hoe husband either,1
rt leticiamvrie duh bitch,1
rt letsargueboxing staycoolwheels scream like little bitch lmaooo,1
rt letsquotecomedy try hard resist urge smack bitch,1
rt lexipost love bird,2
rt lexxxilove wake middle night chug orange juice straight bottle sorry mom,2
rt liidurk__ dese hoe ugly af talk bout want yo boyfriend could bitch look like boyfriend,1
rt liidurk__ like ya bitch,1
rt librarianknight queer lady templars point,0
rt liddoprincess call insecure want fuck man need friendly bitch friends hoe,1
rt lifewitry_ bitch,1
rt lightskin_chink vine still funny shit many niggers store,0
rt lildarrell look bitch mind,1
rt lil_dannyyy nothing cut bitch,1
rt lil_tataaa somebody call ambulance bitch die attention,1
rt lilbrownbear rock bitch weare_golden beautiful angelic voice gaffeoke,1
rt lildickytweets eugene come watch run circle round rap game like name chip kelly bitch h,1
rt lildurk_ dese hoe actin,1
rt lildurk_ experience bitch shit pass bad nem,1
rt lildurk_ wife dat bitch many niggas fuck clique many niggas actin rich dese boppin hoe dick maserati,1
rt lildurk_ fuck bitch niggas fuck niggas bitch,0
rt lildurk_ hate bitch think crazy,1
rt lildurk_ hate wen hoe lie say fuck signedtothestreets,1
rt lildurk_ need loyal bitch goofy bitch,1
rt lildurk_ fix bag cut weak hoe,1
rt lildurk_ pull eat pussy dip,1
rt lildurk_ never kid fan bitch cop signedtothestreets lol,1
rt lildurk_ time play wit bitch,1
rt lildurk_ real fan wait want put trash like rappers signedtothestreets igo,2
rt lildurk_ seem like dese bitch loyal,1
rt lildurk_ bitch bitch,1
rt lilduval people need mind business bitch internet stop post shit,1
rt lilduval bitch get followers boss start boutique wear shade public,1
rt lilduval good woman come around every bitch good man come aroundwell get point,1
rt lilduval come fall cuffin side bitch time whole summer,1
rt lilduval good side bitch let nobody tell different,1
rt lilduval maaan hoe photoshopping rt m_h lilduval damn suppose nigga get catfished,1
rt lilduval worry look like hoe gon regret get older cuz miss lot fun,1
rt lilduval one good woman worth thousand bad bitchesbut still want fuck thousand bitch,1
rt lilduval real bitch text talk call,1
rt lilduval regular bitch trust niggaz let raw hoe know better,1
rt lilduval stop nuttin hoe,1
rt lilduval bitch pregnant dance heart instagram asshole,1
rt lilduval black women say gon get white man like white guy dog bitch dumb,1
rt lilmenifee__ bitch tweak hoe tweak hoe,1
rt lilmenifee__ hoe baes dipssidelines nothing,1
rt liltbrodie damn get bitch,1
rt lilywalshh bad bitch,1
rt linaa_eddz kxngnandi stick niggas love assume bitch want nice,1
rt linnyitssn teabaggers benghazi plan tower stop watch fox news,2
rt lirryfeelsugh always want youtube cover pussy umm okay _ rts post cover,1
rt littlecball jealous bitch,1
rt littlechelleeee hos literally anything say get nigga dawg,1
rt littlemspaige_ bitch bigger size fit shit would look dumb af,1
rt livcost friends dumb hoe even like,1
rt liyyy_ females really cool cuffin hoe ass niggas nope could,1
rt llvvzz twitter dump little blue bird mascot officially change set boob,1
rt lmfaohilarious never go full retard,0
rt lnmyopinion nicer easier hurt bitch,1
rt lnfiicted shy quiet chill bitch,1
rt lnsanetweets bitch,1
rt lnsanetweets sarcastic bitch beautiful,1
rt lnsanetweets take bra dont ask shit bitch bra come clock life,1
rt lnsanetweets girls wear beanies look cute amp stylish wear look like member drug cartel sel,2
rt lonernigga school pointless try pass class get bitch,1
rt longbongchris woridstarhlphop white twitter get argument would bitch slap,1
rt longbongchris fuck close casket bitch put tree let rot throw seed water give leave,1
rt lonlontheone_ smoke sum bitch,1
rt lord_jonesss _sqquad want billion dollars bad hoe da islands fine ass genie bitch datz none,1
rt lordemusic please proud announce sole curator soundtrack mockingjay part,2
rt lordflaconegro ion even ask lightskin bitch nudes nomo fuck,1
rt losthistories dc fri bengali harlem amp lose histories south asian readingconversation busboysandpoets th st cc smithsonianapa,2
rt losthistories dc fri bengali harlem readingconversation busboysandpoets th st saaltweets teachingchange thatwhichistold,2
rt louiev_ point enjoy watch harden anymore constantly piss stop bitch,1
rt louiev_ lmaoooo rt tanaaa white people lmaoo rt sexxielexxie filth rt solochills say come get pussy,1
rt love_andhiphop stevie j prove turn hoe housewife,1
rt lovearmeireee mine mean respect fact want talkingchilling anything bitch use like,1
rt lovelydomo bitch try flirt niggga like,1
rt lovemydogduck fall love easy fall love bitch,1
rt lovesexdeath_ tonyjrodriguez queer three dollar bill first response come sarcastic wow really never,1
rt lovexlilyy gerry send damn jig boo,1
rt lovexlilyy play game girl play better bitch,1
rt lovindadrew know bitch world claim busy nigga really fuck,1
rt lowcountry_luv attack animals last house leave lake get color eyeswe know lol,2
rt lucybeeee hate lose something mom say well guess important like bitch lose grocery st,1
rt luke_brooks fly bang windows call retard think umm talki,2
rt lumponthegrind great pussy shit would think would never,1
rt lumponthegrind ever car ya moma sing every song come like bitch know sch,1
rt lungfiber true life emotional clingy bitch,1
rt lyciaaa_ zero hoe,1
rt lynn_singer sexilexi freeze bitch go steal heart,1
rt lyns_boo mansion elan tonight bitch gtgtgtgt,1
rt lyvvvm bitch lmao really say mind though help,1
rt m_amrhein luckily friends yellow belt karate unfortunate bonner dudes lookout,2
rt m_stew lol tryna make mimi b bad bitch sooooo weak make mad fuck like th grader,1
rt manijeetwa_ jackie weird like bitch hang people ya age,1
rt manijeetwa_ ride nigga ya whole life new pussy fuck one night,1
rt maarycatherinee ken_dawqq bitch please even make food,1
rt mabelsay hoe call hoe hoe know much hoe hoe call hoe,1
rt mabelsay myspace die couple years ago facebook hospital twitter strip club throw ones big booty hoe,1
rt mabelsay ratchet bitch like name shaniqua asssofathairsoreal brown get clap clap right clap,1
rt maccabeez become real bitch car ride john care whether fountains wayne make money tour,1
rt machinegunkelly tbt try french outfit freshman cover shoot high fuck weed brownies,1
rt mackgotti smco hoe stay mad keep hot guess get fever,1
rt macklemore feel bad homies suffer canker sores reg bitch hinder spirit,1
rt macktology hehe hoe quote,1
rt macktology need guy put place bitch think zoo animals,1
rt macktology every girl go thru hoe phase freshman year college,1
rt macktology niggas get girl fuck ask girls text youhoes man hoe,1
rt macktology hoe get outta hand,1
rt macktology women wild animalswell control attitude put place dumb bitch,1
rt maddiedelahouss britney bitch,1
rt madi_judkins look like trash someone compliment,2
rt madisonbeck bitch guess,1
rt madstatic saulewright gq_blu lanait nuttin ta fuck bitch dawg frohorsemen,1
rt magicjuice giantduck pittsburghduck yellow livestream wpxi nofliter duckburgh,2
rt mahxnesthot twinkle twinkle little star fuck bitch steal car,1
rt makamj_ bitch nigga qualities provide,1
rt makenzies_mask yo bitch cho name bitch want fuck ya bitch jacey things say doe __utcast___ bff baby,1
rt manchild oreo speedwagon fatbands,2
rt mandylea talk much trash ou lose today,2
rt marissaaxoo cunt screen shoot,1
rt markhoppus yes yes know fob reconciliation idea welcome,2
rt markiiejay get niggas amp get bitch,0
rt marksidaway last time xfactor audition come dublin audition marybyrnemusic niallofficial man blue monkey,2
rt marleylowkey_ _d hoe sooo average course,1
rt marrybel_ maybe hoe ass niggas start consider girls feel shiii think nigga,1
rt marsrader incredible scale celestial body,2
rt marthayabish_ type bitch hate,1
rt marvelmaliks d_nipples_ little stupid ass bitch fuck,1
rt marylene goaliebill sarobards julesofthesmile neliuspamela publiusscion yes ghetto bitch,1
rt marylene maggietanquary one ugliest women ever see cross reptile crow,0
rt mathewsjw muslim jihadi fighters book ticket cruise ship syria iraq,2
rt matt_sliwinski fuck carefree_liviin basic bitch,1
rt mattchew ex tell want get gift would take breath away get bitch treadmill,1
rt mavkus__ victooreeuhhh nun fuck bitch get money,1
rt maya_hampton whateverduuude ily bad bitch,1
rt maya_hampton really get excite see bad bitch association lunch everyday always make laugh,1
rt maycie whitecholo np big nig nig,2
rt maycie whitecholo ya bitch,1
rt mayra love ass bitch,1
rt mckayllaa wish pretty color eye,2
rt mckee_mousee itsdorry r african frican bitch,1
rt mckenzie_mason freshman fuck boys senior class hoe notcute,1
rt mckinley wizkhalifa pretty bitch rep taylor gang hollah lmfaoo,1
rt mckinley like bitch already know answer bri duh,1
rt mckooley shimmy shimmy ya bitch,1
rt meaghanyockey savanaharanda girl guy mom dad butch dyke,0
rt mediacrooks believe time uncouthuncivilised people sentence death racial slursattacks ne citizens,1
rt mediacrooks extreme lowlife bitch juniors public sagarikaghose rajdeep reveal ugly character ny,1
rt mediacrooks report want physically chasinghounding uncivilised adityarajkaul also case bansalgadkari anil,2
rt medzzzx claim hoe exist use hoe name,1
rt meldigio look fuck retard yalls pant ankles,1
rt memethagreat_ know deal hoe,1
rt metroadlib amanda want fizz protect dude tell yo ass multiple occasion let bitch,1
rt metroadlib ever afraid double bitch people always expect like sorry get loud sorry,1
rt metroadlib thank every broad universe take step forward ampputs color contact eye one less person,2
rt mgeminiquotes gemini get irritate jealous bitch,1
rt michael come yankees let us keep game go must win,2
rt michaelho ohio inmate sum lebronjames return mean cleveland leb,2
rt michaeljhudson hell yeah benihana bitch,1
rt michaeljhudson call pussy tough guy let us see tegan kiss right bicep sara kiss leave bicep feel,1
rt michaelpshipley martin short conan oct yellow skin red hair look like pencil,2
rt micheleod flipthesenate corrupt administration ever chicagopolitics wh amp harry reid bitch,1
rt michelle_westt six different personalities different bitch spit game lie need grow lm,1
rt michellemalkin good morning sunshine rt miembrotropa michellemalkin dirty bitch,1
rt michellemalkin refresh dhimmi seattle mayor ed murrays poor memory citys long history jihadi breed groundgt h,2
rt michellemalkin mass gop govelect charlie baker drivers license illegal alien gt noamnesty,2
rt miilkkk form bitch still get saiyan,1
rt miilkkk cuz bitch love pizza,1
rt miilkkk lil wayne say give bitch ya heart rather purse,1
rt miilkkk bitch come yeah throw party,1
rt mikcakers never worry bout bitch nigga,1
rt mikeimbriano briiixo donnas tax go go upmoulinyanlol,2
rt mikie pay k miles bitch always money,1
rt milesfan fridayfaves rt onebillionbucks bitch dress church club gym slay vampires,1
rt milesfan realest tweet see today rt soopsoo dyke bitch rehab hoesand healedback dick go,0
rt mimi_rillo bitch virginiayumyum fine fare supermarket,1
rt mindofamadd melillitay call mom bitch get knock outon mamas,1
rt minhazmerchant sonia never criticise kejriwal kejriwal trash every leader never criticise sonia touch,2
rt mirah_ think addict naked picture sit take bout bitch almost,1
rt mirah_ look every bitch ass walk past,1
rt mirijuana__ bookieg hoe always say rider bitch stfu ride dick lmaoooooooooooooooooooo,1
rt misskaee__ mrdavidross cheat like female pussy,1
rt missknf pussy book would read,1
rt missloloko see one side bitch make,1
rt missmollylo charlie wear womens clothe,2
rt misstannaebaby niggas sex days unlike bitch jus want somebody go better young women,1
rt missyantzah anything want life fuck bitch,1
rt mitchc whatchu know bout livin ghetto eat cottage cheese time day lil salt lil peppa lil lil barbeeequeee ueon,1
rt mitchmancuso brantprintupwhat straight guy take picture naked hot tunwhat fag jakesiwy ryan_murphy randy,0
rt mitchsunderland ezra miller openly queer male play flash make first openly queer male play lead superhe,1
rt mitrebox point every voter florida vote charlie crist,2
rt mitrykizer sack number trent cole fuckin bitch,1
rt mjr_success amp wes bitch dead,1
rt mjxcx teachers try pronounce ghetto name st day school,2
rt mlbtraderumors offseason outlook new yorkyankees,2
rt mmpfeii fuck gpa bitch lot smarter,1
rt mobilesuitwaifu like bitch green eye curly haired kid ig talk future child,1
rt mommajjojo say lifes bitch really mean,1
rt moneychaserr_ vintage_monroe_ pussybeezus_ kim always nasty pussy hungry bitch look never hungry,1
rt moneygang_rod musty pussy maggot bitch tryna lick sac riches ogmaco fuckemx,1
rt monnetteee like romeo chance think faggot,0
rt monogrammedprep god yankees fan farewellcaptain,2
rt moose_chocolate grandma use say stop whiny little bitch eat fuck gluten,1
rt moosedaugherty free bird,2
rt morganxblowin fuck bitch feel,1
rt morningmoneyben image peshmerga give heaveho isis flag really brighten friday kick sorry butt,2
rt most_duep occasionally go play flappy bird die get one remember much hate,2
rt mpoindc wow henry waxman get catch classic charlie leduff segment charlie come dc todays gm hear,2
rt mrtruthandsoul sayin bitch would hookup wit tha headless horseman cuz think badass n shit complain,1
rt mtchll rock cock jam clam,1
rt mundyspeaks poll florida governor rick scott lead charlie crist five point,2
rt murdcr sorryimalex dollskill buy girl stuff twink ass bitch,1
rt murrman hun quit job go learn become psychic know think well yet go,2
rt murrman charlie brown,2
rt musedbymusic thank tonyjrodriguez learn way ever want know bird,2
rt mwootey chael p suplexin motherfuckers domes shit,1
rt mykvh bitch like come fuck happen amp shave bitch know wassup,1
rt mzkiccz tell bitch show bitch,1
rt nirving tea anymore chickencoleman bitch peep everything still get cheat something addin,1
rt nandotrash tell girl calm act like kick pussy,1
rt natal_mendoz whore slut cunt bitch nigga,0
rt natalie_vasquez fuck hate ignorant ass bitch,1
rt natalielynnn_ give bitch inch rather nine,1
rt natedavvg grab booty front niggas want grab booty front bitch want,1
rt nateturnboy leave prom camp first day bitch boy,1
rt navyr sierra hey barackobama jig even democrats reasontoexitanobamaspeech dems raci,2
rt nebuladallas still live hope one day hot rich boy fall love even though trash,2
rt neeshhuh mariah vontey_isa_boss knives bitch,1
rt neiltyson settle come first chicken egg egg lay bird chicken,2
rt neni_loves jk influence guy graduate dare ass bitch,1
rt nerdkiller shinsnipes steal glass haha stupid nigger,1
rt nerdreign privilege throw around willynilly get earn right call bitch,1
rt netanyahu pm last night incitement translate murder father travel whis family celebrate first nig,1
rt netflix first look charlie cox matt murdock marvel daredevil netflix nycc,2
rt neverknownfacts person need three things truly happy world someone love something something ho,2
rt newnewgotbandz look bitch child support keep get pregnant ass bitch,1
rt nhalegood hoe feel like photo get enough favorites,1
rt nick_pertile oh goodness hate chinese people fuck zipperheads,0
rt nick_sodano dis bitch jus blow high,1
rt nickipretty sooo many classless hoesnot enough ladies,1
rt nickleberry_fin know girl hoe instagram private,1
rt nicky rickahyatt visionamd better b manchurian candidate think bitch policy scream racism,1
rt nicoleageniie kenzayye pussy,1
rt nicoleyyrosiee remember yankees boston crowd cheer usa instead yankees suck love baseba,2
rt nikaaaa patt_hoff secretly yankee fan admit day,2
rt nikaaaa yankees winnnn,2
rt nikejap bae go talk hoe,1
rt nikkiconner panera bottom bitch ispeakmut,1
rt nikkilenn big dream small goal shit bird,1
rt nikkilenn promise last thing want bitch sister front poke lion,1
rt nishachante__ vianawf twitpic reaction find love life sell pussysold pussy backpage,1
rt nobeynobe markie__marc trash,2
rt noblockheads ceo tell daily show mentally retard could work youre worth youre worth,1
rt nofuks shout bitch dress half naked get man attention stay classy,1
rt nogoodmichael mine obvious people gna hit obviously attractive flirt back problem bitch,1
rt noobde rich bitch,1
rt northphilliest rt curbyourhoe ao get bitch home scroll ig like,1
rt northsidegreg favorite opieradio line far blind must suck ever asshole make ho,1
rt nostalgic_mike aw hoe hat girl look like dude,1
rt notesforgirlz see bae retweet mention hoe,1
rt nrana girl logic say bye actually mean fucken say bye dumb bitch,1
rt nunnie_babee smoke good weed bad bitch,1
rt nuteila wtf ling ling least calculate circumference throw ass circle,1
rt nyjets accept als icebucketchallenge patriots amp jimmyfallon challenge yankees mets seahawks,2
rt o_youmad hoe villagebae think cute thats kiss,1
rt obehi _saaani obehi wetin happen school behave like pussies,1
rt obey_jrock__ ready new year new tweet bullshit come hoe last year chill fuck,1
rt obey_jrock__ true ride die bitch,1
rt obeyyreggie stfu hoe rt tedddydgaf proud african american proud african american proud white racist,0
rt obscurespinosa see people tweet purge come city bitch purge tour,1
rt occdissent ann coulter admit fox news america negro problem crime tcot gettingreal,0
rt ochocinco girl camp overnight buy iphone pee pee trash,2
rt ockfromdablock would go crazy animals like grab mama like go like bitch,1
rt oddfuckingtaco girl like would probably eat pussy jasper,1
rt oddfuckingtaco damn hate bitch like argue shit,1
rt oddfuckingtaco nigga really try save bitch lol,1
rt odotkay mother day n mins bitch pick kid yo mama house hrs custody n instagram p,1
rt officialbskip want crazy bitch loyal af,1
rt officialmckell amp eat pussy filthy,1
rt ogkaykay_ hoe annoy,1
rt ogkels_ bring bad bitch good weed,1
rt oh_sht damn get bitch kanye voice,1
rt ohhdatsbrucie worry bout bitch bitch could somewhere suck dick,1
rt ohhshedopee love love unless pussy get super power,1
rt ohmyev crazy female cheat wrong every type hoe guy cheat justific,2
rt ohmyjizzitsliv_ biggest cunt know,1
rt ohuhwhoops stacys mom shit go twitter bitch,1
rt oliviadesanfoot annoy go vomit annoyance little bitch,1
rt olmelonhead bitch act different buuut cool,1
rt olmelonhead bitch spread rumor,1
rt omfgarsal hoe like virgin,1
rt omfgarsal kim kardashian make million app purchase game call dumb bitch damn gen,1
rt omfgmeezy maybe nobody like bitch,1
rt omfgmeezy steal shit little niglet,1
rt ondat_othershit swear yung nigga use want heartbreak kid rt _kudabrazyy shawn micheals amp razor ramon bitch,1
rt ooxlexx stand around ghetto girls,2
rt oroozco tonymartinezz bitch need get life,1
rt ortiz_jaylene tall big booty bitch wtf lol,1
rt ortiz_jaylene bruno still bitch lol,1
rt ortiz_jaylene loud outgo bitch lol,1
rt ortizjunior_ first need pussy tonight,1
rt osoplain soup much better enough crackers crumble make casserole,2
rt ovgenocide first fuck bitch click claim,1
rt oweesheredd tell ya business ah bitch trust ya,1
rt ppsson iamlexj_ lastnight halloweencostume hoe work outfit,1
rt p_w_sterne gracebr one way skin monkey barack bushmeat obama dittlinger txwench,2
rt paidinfull_ brennonthekidd_ would bitch stairs,1
rt paigelebeau unfortunate everyone think bitch even meet chronicbitchface sorryimscary,1
rt pambesteder wow accord tweet tarascan obama must uncle tom,2
rt pandaapussy day clear skin day happiest cockiest bitch alive,1
rt papichuio soul mate probably ho around corner,1
rt papigabs girl could pack bowl know hoe quit play,1
rt papo_fonseca niqqas talk bitch days,1
rt patbeeh idoclyfe rick jam even slap bitch hard,1
rt pattonoswalt spot loom yellow crown tonights truedetective,2
rt paul_lander charlie sheen engage porn star one think lot better,2
rt paul_lander yesterday cage bird sing blue rip mayaangelou,2
rt paulabruederle bird mean cage,2
rt paullowry gingerash lol response bitch like pregnant,1
rt paymon_d legendary year rt stname_bravo speak years pussy phenomenal,1
rt peaceloveweed_ hoe want belvita,1
rt peeabut dear god make bird fly far far far away,2
rt peeper prefer barefoot make basic bitch sign get free mason jar,1
rt peidroh tell chickfila cashier thank bitch say pleasure,1
rt pekholt raven symones hair like color american,2
rt pellucidstyles might call second summer songs minutes trash,2
rt petertrvjillo listen beautiful bitch fuck truth,1
rt pgammo yankees draft room huge picture greg campbell message makeup look,2
rt pgammo run differentialsmets yankees,2
rt pgammo yankees win four straight shane greene start speak stability season starters emergen,2
rt phatsyeo bitch real,1
rt philiciaaaa mcm tomorrows months fuck everyone say would last prove bitch wrong tropicaldrew_,1
rt phishlicia tropicaldrew_ fag miss like crazy,1
rt phishlicia ocho approach bitch,1
rt pipethefckdown_ people focus skin tone date someone fuck retard brainwash,1
rt pissyopants man robin thicke black tv try get pussy back,1
rt pocahontias__ idc bitch yo,1
rt polarisclub laugh hard lay unloyalist hos plea,1
rt politico republican rick scott reelect flgov defeat democrat charlie crist,2
rt polopowell tha bad bitch need go currensy_spitta concert bham tonight,1
rt pop_ruth little teapot short irish onedirection artist year amas emabiggestfansd,2
rt popitfor_tyrick bitch say lie much bitch worth tell truth,1
rt popitfor_tyrick honest leave hoe alone,1
rt possiblydana bitch spread rumor,1
rt pound_mytweets wheeler_kashhh give bitch something mad,1
rt pppssshhh_ hatin hoe comin like fix save aintnobread bitch better get get,1
rt prettycha monkey see monkey hoe,1
rt prettychels__ hate dumb bitch,1
rt prettygrl_rocky pussy pussy,1
rt prettykells leelucas_ prettykells bitch fee ask buy burger lmfaoooooo,1
rt prettykells leelucas_ bitch come,1
rt prettykells fuck bitch fw talk hoe claim fw funny,1
rt prettykells leelucas_ prettykells lol bitch run ya band know dumbi hate break bitch hate,1
rt prettyne___ bitch fail realize niggas really move still fuck bitch,1
rt prettytreazure detroitplayer stname_bravo hey call bitch,1
rt prime_time word jac save every hoe get let hurt,1
rt prime_time woodchuck get hoe lol,1
rt pringlezxii message number tell text bitch lol,1
rt pro_failure favorite childhood memory mom find stash xanax slightly less bitch exactly one,1
rt prolongshop lead christmas decor light ft lead fairy string light outdoorindoor,2
rt proofgelato sweet treat lunch today raspberry gelato ginjuice sorbet amp brownie gelato gelatocart thursday wait,2
rt psjohnson problem retard liberals think supply amp demand mean supply everything demand votingmatters,1
rt pterosaur nick jonas hoe squeeze dick nick jonas go leak nudes nick jonas less role model,1
rt pumpkinheaddd hoe act like get fuck amp suck dick say nothing,1
rt que know dawg hoe bck style,1
rt quecaine white bitch love cocaine,1
rt queenallyssa man call bitch argue think really bitch actin like one,1
rt queenalyzee_ friends hoe,1
rt queenc_nt _d niggas goofy act like bitch lyin,1
rt queenthottie_x proud mahanain still hoe though,1
rt quirkisms jeter arod class trash,1
rt rachael_goss want chill campus w amp throw bibles bitch take walk shame,0
rt radiomaru nerds cool get really judgey nerds passionate things passionate abo,2
rt radiotour_en duchess cambridge present first yellow jersey tdf,2
rt raejeanhightowe swuu_thegod stop playin bitch know mvp,1
rt raeleenehoe hate bitch know fuck amp really try talk like cool nahh bitch foh,1
rt raider_level like go raider game ghetto people get jump lmao like well shit sound lik,1
rt random_shxt need dick suckedfuck bitch need sluts,1
rt randycaliboi hear ugly bitch talk another ugly bitch,1
rt randypop bitch pay billsso fuck,1
rt rappersaid joey bada say trade nikes new mic guess safe say sell sole new life,2
rt rappersaid tupac say killer push revenge sweetest joy next get pussy,1
rt rappersaid tyler creator say rape pregnant bitch tell friends threesome,1
rt rarebreedkena shoutout ogmaco bitch guess remix shit,1
rt rasheed_wavy vivalakristia bein bitch,1
rt rbomem viva_based break even though obama work bitch get something,1
rt rcooley bill maher mock gullible america miss real enemy,2
rt realist_illest xo_ run niggah lose fight,1
rt realist_illest mine rt xo_ niggah trigga_tre,0
rt realjonathanp bible rt macktology hoe already get new years eve plan,1
rt rebecca caitlinbartlett yeah bitch,1
rt rebelganja bookieg know love skinny girls get good pussy,1
rt rebellious_midy wheeler_kashhh lol oh godddddd bitch really come amp late gon lls,1
rt rebellious_midy ugly bitch definitely disguste ewww yuck,1
rt redbonejasssy say get many hoe,1
rt redemptionzayn inhale white exhale nigger,1
rt reidk_ flappy bird dusty,2
rt relatabie hate people ask tryna look good bitch bye,1
rt relatabowl bad bitch,1
rt rellyonsmash shoot shit cool give shit play front bitch niggagive jiggy shit ca,1
rt renegadecut video renegade cut snowpiercer analysis bong joonhos scifi action film topics include,2
rt renz get slot sole sauce early bird today use save checkout,2
rt renz get receipt ink sole problem,2
rt reshell_ inkkofrosess ears look good hoe yo background,1
rt reshell_ keshun like nothing cut bitch nawl,1
rt rhythmixx_ aliyahgrubb kanye west costume mock race girl hate kanye human costume,2
rt rhythmixx_ weyheymariam jaymcnuggets drive bitch,1
rt rizkybiznezz joseline audience mad bitch,1
rt richiesuavee viridoesitt kevin hart make funny face curriculum kind trash curriculum,2
rt rickygervais great day lovely fellow ape,2
rt rickygervais humans genetically closer chimps chimps gorillas ape great day clever twe,2
rt rickygervais jesus love everyone else think right cunt,1
rt right_in_the pussy,1
rt rightwingertoo uh oh california solar plant fry thousands bird midflight hot air,2
rt rihanna get typebad bitch thing like,1
rt rihanna lifes bitch love know,1
rt ripienaar fox news presenters mock female pilot take part campaign isis wtf,2
rt ripstephanie_ let shirt go bitch aeropostale wtf wrong,1
rt rollyup deep pussy,1
rt roach_nigga xiaobiniimessy believe actually kill cockroach smh bitch probably nigga eduardo,1
rt roach_nigga niggas think hang around crib nothing bitch get bread,1
rt robdelaney girl want rip dick throw pussy,1
rt robdelaney put pant one leg time like guy eat plussize model pussy helicopter,1
rt robert finger bad light skin bitch,1
rt robertbevan like walk dead less carl talk bird zombie attack,2
rt rockiefresh ya chick always get wit bitch get tell shit aint fly costly,1
rt rodshort bitch must amp relate jesus thebsharp gpa legacy rt the_lion_ bitch get,1
rt rodill_ niggas pass good girls hoe,1
rt rollieghost vivalajayxoxo women would put little love long man moneygross bitch break abus,1
rt ronele get ready nevada hump day nevadamuseum real live camels ostriches zebras oh virginiacity nevadahumpday,2
rt roryscovel surprise big pussy hulk bravschi,1
rt rose_shayna never care another bitch saw know,1
rt rosestokoe bitch make bitch look like precious thebooty ohgawd bae,1
rt ruckin_andrew bitch death grip niggas ball smh,1
rt runofplay confuse martins indi draw yellow card see steal tank brazilian army open fire,2
rt russnelligan karynpolito declare victory introduce next governor charlie baker charlieforgov wcvb,2
rt russnelligan final debate cleanup journalists sure know trash lobby wcvbpoli wcvb,2
rt rustymk fuck charge even juvenile call michaelbrown thug point say nigger cuz,1
rt ryancommakerry think time bring drunken monkey,2
rt ryancruz_ waynostra jus faithful cus never kno bitch lmao,1
rt ryancruz_ travis always tl ghetto,2
rt ryancruz_ want stamp bitch say anything,1
rt ryandolan people say colour,2
rt ryannotsheckler shit break lose good girl guess need bad bitch come around make,1
rt stylezkey always bro niggas get crazy weather rt we_all_know_jo stylezkey weather trash odbut gon get c,1
rt stylezkey talkin hoe bout bronemwhy talkin hoe bout bronem,1
rt s_bitchy bitch fallin inlove w niggass amp go get new bitch amp try go get new nigga try forget,0
rt s_devante moment friend zone bitch call way time please gtf facerich homie quan,1
rt sadailday school pointless try pass class get bitch,1
rt sadiiex_ vnxthny take serious kik back nigger,1
rt sadiiex_ x_nwts answer phone hoe hear boutcha,1
rt salmeron_bryan father every mexicannigger love hear,0
rt salomanizor kick cunt,1
rt salomanizor many faggot think address first name,0
rt samafuckinga wish bird could constantly shit people hate,1
rt samknight elilake saletan jeffreygoldberg yeah know jeffs book one admit beat prisoners lie abo,2
rt samzbikowski tonyjrodriguez dude video bird work fuckin,1
rt sangelina_xo guy fat bitch clearly never understand,1
rt santos_brina could never mess around someone elses man like clarify self side hoe,1
rt saramariewelch main nigguh since digital camera selfies thorpe_emily,0
rt saramariewelch mean something someone hittin otha bitch,1
rt saraschaefer get eye cancer read many michael douglas pussyjuicethroatcancer joke,1
rt sarcassmlol jinkies lose glass velma every fuck episode scooby doo like damn bitch get contact,1
rt sassy_cee_ hoe,1
rt sassytbh girl tweet might ghetto bring food outside movies might stupid pay b,2
rt saucygyro _whiteponyjr_ ugly bitch blood hand whore ways,1
rt savannacurry_ yell feel self center think bitch gr,1
rt savethesehos ride bitch thenhomie consider single nigga,1
rt savethesehos bitch skechers light,1
rt savingthesehoes bitch text goodmorning first something,1
rt sbacilio neta bullshit aside need get bad bitch,1
